content,events refined
It is a really good app but the problem I am facing is that everytime I try to add mu email id to my account it wont take and now I can't login to my existing account also using my registered phone number.,[i can't login to my existing account also using my registered phone number]
Glitchy app sends email notifications about jobs I am not always qualified for and when I click the job I am told to have the app installed whih is already installed then when I search I can't find the job they emailed about.,[sends email notifications about jobs I am not always qualified for and when I click the job I am told to have the app installed whih is already installed]
LinkedIn wouldn't send confirmation code to the number when log into your account and they always restrict an account.,[ wouldn't  send confirmation code to the number when log into your account and they always restrict an account]
"malfunctions all the time, specially when trying to add skills","[i face malfunctions all the time, specially wheni try to add skills.]"
Nothing not working that much LinkedIn as been frustrated that everytime they blocked it any time why,[Nothing not working that much LinkedIn.they blocked it any time]
"The app is good, but the only problem is when you text somebody and having a conversation if you and the other party are typing at the same time ,it gets stuck or hang, texting on LinkedIn is only good for a person who can really have patience ,because it's damn slow very slow and gets hang all the time, you have to exit the app and open again to check if you have got a reply back or not, please fix it LinkedIn. Thank you.","[when i text somebody and having a conversation if me and the other party are typing at the same time ,it gets stuck or hang]"
"Bro this is crazy bro, my account not recover , morethen 100 time I try but not work it, well I am just leave is app",[my account not recovered]
It is difficult to get good information and understand should not ask for money before you get a job for sure,[It is difficult to get good information.]
"so absurd that when you search new contacts to connect with, you can't exclude the people you already sent a request, so make the search annoying and inefficient.","[when i search new contacts to connect with, i can't exclude the people i already sent a request]"
App keeps on crashing when i open My Network section,[App keeps on crashing when i open My Network section]
I am unable to login in It asks me to login in and then it brings me back to the same page asking me to login again It's link a loop LinkedIn please reply and help me out,[I am unable to login in It asks me to login in and then it brings me back to the same page asking me to login again]
App is getting crashed since last night I have updated but still it's crashing whenever I open it,[App is getting crashed since last night I have updated]
"I signed up on LinkedIn using my mobile number and after that I tried to add Email address and it always shows unable to add , error.","[I signed up on LinkedIn using my mobile.I tried to add Email address.it always shows unable to add , error.]"
No doubt this app is going to be the future of work options in few years but scrolling on this app is just very poor not so responsive at all it's glitchy and the when you have to send messages for opportunities to max people if just you could do that in once if not then 5 persons together at least and there are so many other bugs when you have to read only unseen messages it shows all messages on my one plus 6 and many other issue it's not satisfying it just doesn't feel right please fix 👍🏻,[scrolling on this app is just very poor not so responsive.when ihave to send messages for opportunities to max people if just icould do that in once if not then 5 persons together at least and there are so many other bugs when ihave to read only unseen messages it shows all messages]
"Many times when I open the app from browser or any link, data not loaded, just see white screen with back arrow on top, usually for Messages, connection request, or any post etc Maybe this is due to slow internet connection but I noticed its always properly loaded on browser but not in app.","[when I open the app from browser or any link, data not loaded, just see white screen with back arrow on top, usually for Messages, connection request, or any post]"
"The tablet UI is really bad, it's basically a narrowed down version of the mobile interface with a lot of wasted space, and when getting into settings it returns to the WE VERSION off the service and the dark mode option doesn't work, please consider putting more work into the tablet version",[when getting into settings it returns to the WE VERSION off the service and the dark mode option doesn't work]
"All my filters and the beauty filter had completely disappeared from my device after updating the app people I know still have it but left for me,i had messaged to fix the issue multiple times but nothing was said nor fixed and its pretty annoying hoping it fixes soon but other than that I rate the app 1 for that reason.",[All my filters and the beauty filter had completely disappeared from my device after updating the app]
Im trying to open the TikTok app and it just goes to a black screen then closes and goes back to my home screen and I have never had this problem and this started to happen a day ago and I don't know how to fix it because I have tried everything from restarting my phone to deleting and redownloading the app and nothing works please fix it.,[Im trying to open the TikTok app and it just goes to a black screen then closes and goes back to my home screen]
"Only with this device on the video editor usually on top of the screen there's the option to change and see recommend music for the video, but it won't let me do that, its not there, there's also a massive issue with the text on slideshow, when you go to preview the text is bad and in a different place than where I put it, and it even vanishes completely, its wose than i thought i cant post cus it wont let me use the text cus its too far up the screen same as choosing audio same w cropping pics","[usually on top of the screen there's the option to change and see recommend music for the video, but it won't let me do that, its not there, there's also a massive issue with the text on slideshow, when you go to preview the text is bad and in a different place than where I put it, and it even vanishes completely]"
So the issue iv been having is that i use Samsung and whenever I try taking videos with my phone the tiktok camera always automatically brightens the video it makes everything lighter than it is and I have no way of fixing that my camera is decent but I put my face in let's say half the screen the video is decent the colours and my skin is fine when I put my whole face in frame my face is brighter and everything looks horrid you need to optimise your camera app not to do that,[whenever I try taking videos with my phone the tiktok camera always automatically brightens the video it makes everything lighter than it is and I have no way of fixing that my camera is decent but I put my face in let's say half the screen the video is decent the colours and my skin is fine when I put my whole face in frame my face is brighter and everything looks horridwhenever I try taking videos with my phone the tiktok camera always automatically brightens the video it makes everything lighter than it is and I have no way of fixing that my camera is decent but I put my face in let's say half the screen the video is decent the colours and my skin is fine when I put my whole face in frame my face is brighter and everything looks horrid]
I don't have the repost option and when I go to settings then privacy there is no repost option and when I delete the app and reinstall it the repost button appears for maybe 30 min then it disappears so if u can help me fix this it would be a perfect app bcs every thing is already perfect 🥰,[ when I go to settings then privacy there is no repost option and when I delete the app and reinstall it the repost button appears for maybe 30 min then it disappears]
"Everything is perfect but one thing that has annoyed me and overtaken me into giving it 2 stars is that the search facility is useless as a whole, even when I search the most precise things (keywords) the video I am looking for doesn't come, only the videos in my region shows up (with similar but different keywords), I am super annoyed with it","[when I search the most precise things (keywords) the video I am looking for doesn't come, only the videos in my region shows up (with similar but different keywords)]"
The app is great well kinda When you open the app it takes long to load and most times the pictures take longer to load so you only hear the sound and it makes the app boring since you have to wait for 30minutes to an hour before the app can work properly,[When iopen the app it takes long to load and most times the pictures take longer to load ]
"This app is one of my favorite apps but now things was changed, the apps keeps crashing and it has become very slow, I have tried clearing my cache, and it's still not working, and the seed needs to be fixed, I can't even swip up to watch another video,its like app is stuck on only one video and then it just stop"," [the apps keeps crashing and it has become very slow, I have tried clearing my cache, and it's still not working,]"
I'm giving it a 2 star now because the app is changing and not for the better tiktok was such a good app now it's going down hill I'm a editor and you want to restrict me by removing almost all of the songs and now you want people to post when you want tiktok was a app where not only me but a lot of people come to get away from it all by watching edits and listening to songs they saved if this continues tiktok will be a thing in the past and someone will make a app that's better so fix it tiktok,[restrict me by removing almost all of the songs]
I just tried to download it and after it was done downloading I went to go open it and it won't open I tap on the app on my home screen and nothing happens so I'm going to uninstall and never reinstall it unless the people that made it can fix that issue and they won't because they are more worried about more people trying to sue them than they are fixing there problem,[I just tried to download it and after it was done downloading I went to go open it and it won't open I tap on the app on my home screen and nothing happens ]
"Pretty upset that android still doesn't have a darkmode(snap even gave us dark mode), I have a glitch with the storage where I can't see how much storage it's taking up in the app, the adds are getting worse, doesn't load most times not even because of my connection either, clicks on lives everytime I try to swipe past them","[android still doesn't have a darkmode.the adds are getting worse, doesn't load most times not even because of my connection either]"
"""update with better performance* BULL 💩 ever since the last update its done nothing but brick my phone and make it crash every time I open the app, YT Shorts is fine, FB videos are fine, Instagram Reels are fine, but as soon as Tiktok opens nope, everything lags and the phone crashes, tells me my video failed to upload, hits try again, now I've got two of the same video on my page but i can't delete one because of the non stop lag.","[when i open tiktok everything lags and the phone crashes, tells me my video failed to upload, hits try again, now I've got two of the same video on my page but i can't delete one because of the non stop lag.]"
"I keep coming here to edit my review and it keep getting worse, this app takes a lot of data firstly while am using the app to record videos cause i normally use boceolho effect,once am done i tap save it shows saved to album but when i go to check nothing there over 13videos made by me gone and I have 10k followers and it keeps releasing dump updates every single minute ....."," [this app takes a lot of data firstly.while am using the app to record videos cause i normally use boceolho effect,once am done i tap save it shows saved to album but when i go to check nothing there over 13videos made by me gone and I have 10k followers and it keeps releasing dump updates every single minute]"
Everything was working fine until for some reason sideshow stopped working for me when ever I go to watch a slide show its just black and I can't swipe to the next photo I've tried every thing to to fix it but it just won't work,[until for some reason sideshow stopped working for me when ever I go to watch a slide show its just black and I can't swipe to the next photo I've tried every thing to to fix it but it just won't work]
I love the app and I've been using it for a while now but the only problem I have with it I can't use the slide show for some reason so TikTok please fix this because I'm sick and tired of having to try fix the slide show so please or else I'm moving to TikTok lite,[I can't use the slide show for some reason]
I used to have tiktok slideshow when it first came out and now I don't I've tried everything to get it back even attempted to uninstall then re download but just lost all my drafts I'm missing out on so many good trends,[I used to have tiktok slideshow when it first came out and now I don't.I've tried everything to get it back even attempted to uninstall then re download but just lost all my drafts. I'm missing out on so many good trends.]
"Absolutely amazing app it can make entertaining and success in life, using properly can help you for earning and improving lots of skills through it, i got more benefits through it after i watched lots of reciting and knowledgeable videos.", [i got more benefits through it after i watched lots of reciting and knowledgeable videos.]
The app was amazing at first and then a while later it started glitching out of nowhere and it was just this app like after a few seconds it just paused and I can't do anything exept go off the app,[ it started glitching out of nowhere and it was just this app like after a few seconds it just paused]
"I would give more stars if I could block sounds or if the ""not intrested in sound"" option actually worked Im tired of getting all these tictoks with the same annoying songs even after hitting ""not intrested""","[Im tired of getting all these tictoks with the same annoying songs even after hitting ""not intrested""]"
"This app is ok but I don't trust the permissions it has even if you turn off all permissions it still has access to them your pic's, video's and texts and contacts and uses the data for your news feed which they shouldn't have access when turned off but they still do","[I turn off all permissions, it still has access to them, it uses data from news feed despite permission off.]"
it keeps putting my videos that *I MAKE* as copyright for the sound when I haven't every copied someone's video I may have gotten the idea of a clip from a anime from someone but it doesn't mean I copied their video like I have the right to have inspiration from a video someone made and I can make it from the same clip but of course have different edits that go with it but apparently no you guys won't let me make my videos that people love watching username: narutoshippudenedits.exe pls fix it,"[I made a video using an idea from a anime or from someone, The app keeps putting my videos as copyright] [I can make a video from the same clip and have different edits, The app won't let me]"
"Usually I'd give a better review for tiktok but since they started muting sounds its just not that great anymore and to be completely honest it makes my tiktoks look stupid when In them im singing the words but with no sound, I hope they stop muting the sounds and bring them back.","[they started muting sounds, it makes my tiktoks look stupid]"
"The app is amazing, and it's nice to kill some time watching videos, but for some reason, it randomly logged me out, and every time I try following someone, it says I'm not following them when I am hopefully you can fix this problem!","[ it randomly logged me out,  I try following someone, it says I'm not following them]"
"It's a very good app,but the problem am having with it is that,it keeps on saying app not responding,close app or wait.plz try to work on that,and most filters when u search for them it will say that,this filter does not work on this device.Which I don't like and understand Thank you ask you work on it.","[ it keeps on saying app not responding,close app or wait]  [ most filters when u search for them it will say that,this filter does not work on this device, Which I don't like and understand] "
My tiktok has been glitching like crazy when I upload it's not even getting views I have to delete and reupload again and again like so many times until finally I start getting views and I even tried like deleting the app and install it again idk what's going on but it's frustrating 🥲 tiktok please do something about it cause I'm not the only one 😪,"[ tiktok has been glitching like crazy , I upload it's not even getting views, I have to delete and reupload,  I  tried like deleting the app and install it]"
"The app is very good, the problem is that when one of the videos I upload deletes them, for example I had a video with 30.7k and I deleted it, they should review more when people report it like crazy.","[ I upload videos, It deletes them based on reports]"
it's a nice app and entertaining too but it give me problems especially when coming to taking videos and posting them it suddenly mute the music and which is a very unpleasant way to do that because I cant take videos anymore," [I take videos and post them, it suddenly mutes the music, I can't take videos anymore]"
"I've made a new account and when I try to set up my profile it keeps on saying ""slow down, you're editing too fast."" I can't follow anyone's profile too.It's been 2 days since I created the account but it's still not working.","[ I've made a new account, I try to set up my profile, it keeps on saying ""slow down, you're editing too fast.""] [ I can't follow anyone's profile, It's been 2 days but it's still not working.]"
The following section where you can only watch the creators you followed keeps disappearing and bugs everytime no matter how many times i reinstall and restarts the app.,"[ The following section where I can only watch the creators I followed keeps disappearing and bugs everytime, i tried many times to reinstall and restarts]"
Had tiktok since 2018 and its been a fun experience really fast and fun but then it became extremely buggy on every one i know with Android devices and its faster on Iphones for sum reason its kinda unfair.,"[ it became extremely buggy on Android devices, its faster on Iphones ]"
It's aight but today I just lost my account with 700 followers when I was switching to it it said invalid peramitors idk what that means but it did that for all my accounts and I'm so pissed rn bc I don't remember the password but I changed it with a Google account but it says the Google account is not registered bro I lost 5 months of work because of that stupid thing,"[ I just lost my account with 700 followers, I was switching to it, it said invalid peramitors, it did that for all my accounts, I don't remember the password , I changed it with a Google account, it says the Google account is not registered, I lost 5 months of work] "
"It was such a good app but the updates screwed it, i cant even find good filters and when i see a tiktoker using a cool filter, but thers nonway i can find that filter, tiktok is not even displaying the filters....","[ i can't find good filters, i see a tiktoker using a cool filter, but i can't find that filter, tiktok is not dissplaying the filters]"
It's so laggy for no reason and sometimes when you film a music video the music doesn't match to the lip syncing 🤦🏽‍♀️,"[ It's so laggy]  [ I film a music video, the music doesn't match to the lip syncing]"
There has reacently been a problem where whenever a slideshow comes up I can't see it it just goes black and the soud is still there but I can't swipe or anything,"[ I can't see coming slideshows, it it just goes black, the soud is still there, I can't swipe or anything]"
"It was ok for a long time, now out of nowhere kicks me out of the whole app or freezes then refuses to let me back in the app for a while.","[ It kicks me out of the whole app or freezes, it refuses to let me back in the app]"
It takes to long for the app to come up an when you are trying to type a message to someone it cuts out half way through the message,"[ It takes to long for the app to come up] [ I am trying to type a message to someone, it cuts out half way through the message]"
Whatever the latest update that has occurred I am seeing half screen videos which is cutting off half the content in most videos and blacking out comment sections this was not going on before can this please get fixed,"[ I am seeing half screen videos, it is cutting off half the content, it is blacking out comment sections]"
"App sometimes doesn't open,also freezes and stop working.It closes without my permission while trying to view.Takes time to open","[ App sometimes doesn't open, it freezes and stop working, It closes without my permission, It Takes time to open]"
Tiktok was going well until I tried opening it but it kept on saying stop I don't like that it's glitching and it logged me off of my account this is a big problem I'm gonna report if this continues,"[ I tried opening it, it kept on saying stop, I don't like that, it's glitching, it logged me off of my account, I'm gonna report if this continues.]"
"I like the app and all, but it won't let me login because of an unknown ""suspension"" even though I haven't been on the app for nearly 2 weeks and haven't posted anything in awhile","[  I have n't been on the app for nearly 2 weeks and have n't posted anything, it won't let me login because of an unknown ""suspension"" ]"
"App keeps freezing, when trying to upload it closes and it doesn't have a feature where i can link other apps after changing to business.","[ I try to upload it closes] [ I changed to business, it doesn't have a feature where i can link other apps]"
"This app was really great back in the days but nowadays you upload a video and it's quality is extremely fake, very blurred and when you download it it's even becomes more fake","[ I upload a video, it's quality is extremely fake, it is very blurred] [ I download it, it's even more fake]"
"Love the app however ever since the update tik tok no longer shows when the creators I follow are live, even when I go directly to their page.","[ I updated tik tok, it no longer shows when the creators I follow are live, even when I go directly to their page.]"
"I take pictures in portrait mode and when I upload them to tiktok they go landscape,can you please fix this,it's very annoying","[I take pictures in portrait mode, I upload them to tiktok, they go landscape]"
"The reason I give it 2 stars is that(1 It shuts down in my face the moment I open it (2 it's genuinely slow if you could prolly take things away that takes space.(3 If you ARE reading this then pleassse do your best to adjust the app to better as they say down there 👇👇👇👇👇👇👇👇👇 thank you sincerely, Priscilla.","[ I open it, It shuts down, it's genuinely slow ]"
"I get the last update , when I recieve a notification, I opne the app it's give me there is no intrenet connection and I could not see it in the app, the app didn not work , I'm trying to ues the website it works.","[ I get the last update , I recieve a notification, I open the app, it's give me there is no intrenet connection, I could not see it in the app, the app didn not work , I'm trying to ues the website it works.]"
"it is a good app indeed but it's my 3rd time deleting and installing it again cus when I click on the app, it just doesn't opens.","[I click on the app, it just doesn't opens, i deleted and reinstalled 3 times, it still doesn't work]"
Every time I comment on a friend's post it not there after there telling me they didn't deleate it and that it doesn't show please tik tok fix this issue.,"[ I comment on a friend's post. it not there, the're telling me they didn't delete it, it doesn't show]"
"It was letting me save videos but now it won't at all and I've tried everything but after the update or something it stopped letting me save anything crashing when almost saved and saying ""tap to try again"" than doesn't do anything had this issue before and it was fixed but now it's back it only seems to happen to Android nothing is fixing it (the settings are on for the videos to be saved but it won't complete a save)","[ I turned on the settings to save videos, it won't allow me to save videos, it crashes when almost saved, it says ""tap to try again"",  than it doesn't do anything.]"
"App has a LOT of issues, constant stuttering and lags while recording and constantly will crash and close in the middle of recordings or just scrolling Update: just repeatedly, CONSTANTLY, losing videos mid-editing; constantly crashing still; will have HOURS of work lost in seconds, even having saved it as a draft - just this morning bugged my video and lost half the videos clips because it suddenly glitched out and broke itself","[ I try to record or scroll, it constantly stuttering and lags, it constantly will crash and close] [ I was editing, I saved draft, it constantly crashing, I am losing HOURS of work in seconds] [ I bugged my video, lost half the videos clips, it suddenly glitched out and broke itself]"
"I really don't like the animation when navigating the app, please stop that or make them optional!!","[ I navigate the app, I don't like the animation]"
"Friends list is no longer, you can't see your FYP and or your friends, nobody sees your videos anymore, your likes and comments are never above 20 when mine used to be in the 100s , help us out TIKTOK this makes for a extremely frustrating time.","[ I can't see my FYP or my friends, nobody sees my videos anymore, my likes and comments are never above 20, it used to be in the 100s]"
"The app is oke, but always when I opened it a few times it always throws me out of the app and thats very annoying","[ I opened it a few times, it always throws me out of the app]"
Having issues with the sound of a live continuing over the sound of the next few videos after I scroll,"[ I scroll past a live, the sound of a it still continuing over the sound of the next few videos ]"
"I've had tik tok for more than 3 years and it worked perfectly fine until today, every time I press the app it just kicks me out, and this is not the first time it happend to me 3 weeks ago so then I deleted it and downloaded it back again and it worked, but for it to happen again for the second time is irritating, TikTok plz fix this problem thank you.","[ I press the app, it just kicks me out] [ it happend to me 3 weeks ago, I deleted it, I downloaded it back again, it worked, it is happening again now]"
Tiktok is really amazing app when we know about it's features it becomes more and more interesting really good app there we can approach in higher stage but there is a big problem I win money in dollars but there is not any withdrawal method in Pakistan that really feels bad after too much struggle,"[ I win money in dollars, there is not any withdrawal method in Pakistan]"
"Love this app,, but have issue hope you solve this issue as soon as possible,, I have 100k followers and now views on my video only around 100 it's annoying and demotivate me please sort out this this issue,,","[ I have 100k followers, but views on my video only around 100]"
The app was cool until my account was wrongfully banned and my appeal was denied so I made a new account but now I don't have tiktok shop or my saved filters when I go to use a filter it says it's unavailable in my region but I've used them in the passed with no problem.,"[ My account was wrongfully banned, my appeal was denied] [ I made a new account, I don't have tiktok shop, I don't have my saved filters, I go to use a filter, it says it's unavailable in my region, I've used them in the passed with no problem.]"
Its starting to be too strict i posted something like a month ago and it wasnt a problem until now for whatever reason i've seen similar videos but they dont get in trouble this needs to be fixed,"[ i posted something a month ago, it wasnt a problem, i've seen similar videos, they dont get in trouble]"
The best songs are gone and I uninstalled it and then installed it again and then I couldn't swipe in swipe videos anymore and now I can only record up to 60 sec,"[ The best songs are gone, I uninstalled it, I installed it again, I couldn't swipe in swipe videos anymore] [ I can only record up to 60 sec now]"
"So far everything is cool But when you are posting something there must be few settings like Add to playlist and stuffs but I don't have it even though I've updated the app Which cause my video to have low likes, views, comments, shares and followers","[ I post something, there must be few settings like Add to playlist, I don't have it, I've updated the app still don't have it, I am haveing low likes, views, comments, shares and followers]"
"It was great at the beginning but after a while (keep in mind i havent used the app in a couple weeks due to school) it randomly logged me out and now I cant get back into my account, i havent been bannned so idk what happened","[ i haven't used the app in a couple weeks , it randomly logged me out , I cant get back into my account, i haven't been bannned ]"
"I can't get an photo mode option.I've had it before (it could not zoom out and that was also an problem), but now I don't even have that option.I am politely asking you to change that.","[ I had photo mode option, it could not zoom out, now I don't even have that option]"
The app is overall good but lately when I open the app it says I need to update it but when I go to do so there's no update and when I try to make slideshows on the app it won't let me do so anymore please fix this,"[ I open the app, it says I need to update it, I go to do so there's no update] [ I try to make slideshows on the app, it won't let me do so]"
"Deleted my tiktok account without reason or warning, doesn't let me follow others, and when i try to search things, it says ' you have reached the maximum amout of searches today' even if i havent used the app in a week","[ Deleted my tiktok account without reason or warning, doesn't let me follow others] [ i try to search things, it says ' you have reached the maximum amout of searches today' even if i havent used the app in a week]"
I changed my mind the app just stop working all of a sudden when i click on the app it loads and then i immediately go back to my home immediately when i try the same thing it loads and then removes itself like what's that for,"[ i click on the app, it loads, i immediately go back to my home, i try the same thing, it loads, then it removes itself ]"
"No dark mode, when you're DMing people, it takes multiple attempts to close out of the DM, the app is generally very buggy, it lacks any kind of moderation for when it comes to videos and accounts, and yet comments are way over-moderated, Live streams are filled to the brim with attention seekers and scammers, the searching system sucks, comments have a small character limit of around 150 characters, so you can't give actual feedback without going full caveman mode, or creating multiple comments","[ It has No dark mode] [ I am DMing people, it takes multiple attempts to close out of the DM] [ the app is generally very buggy, it lacks any kind of moderation for videos and accounts, it has over-moderation for comments ] [ It's Live streams are filled with attention seekers and scammers] [ It's searching system sucks] [ it's comments have a small character limit of around 150 characters, I can't give actual feedback without going full caveman mode, or creating multiple comments]"
The app was amazing until it started updating the new repost button is horrible i can't text anymore i can't see video views the app is just disappointing at this point,"[ I updated it, the new repost button is horrible, i can't text anymore, i can't see video views]"
It is a great app but now I have the weirdest glitch where it spins the whole screen before I post or when I switch notifications it slides weird.,"[ I try to post, it spins the whole screen] [I switch notifications, it slides weird.]"
It a good app in a way need to be careful when u are on there because they are lots of scammers and if u try and report them tiktok dont do anything about it Also I hate u need to reach 1000 flowers to go live that the other thing why I am giving it a 2 stars,"[I tried to report scammers, It doesn't do anything about it][I need to reach 1000 followers to go live]"
"Tiktok has a ""video is processing"" bug, videos don't finish processing, please fix this as soon as possible, and I'll return five stars","[This app has a ""video is processing"" bug, Videos don't finish processing]"
I honestly think it's a good app but the problem I am facing is when I upload something It got stuck I mean the uploading process stop and video didn't upload it all day show uploading but it didn't upload 😕 It's so frustrating 😔,"[ I upload something, It got stuck, The uploading process stops, Video didn't upload, It shows ""uploading"" all day]"
"I like this app, but recently whenever there's a new update the app doesn't open anymore and I have to reinstall which makes me lose all of my drafts:(","[The app doesn't open after any new update, I have to reinstall, It makes me lose all of my drafts]"
"This app was pretty fun and it worked great until recently, it would randomly ban me even though I did nothing wrong and I got 0 strikes, the TikTok developers need to fix this now.","[I did nothing wrong,It would randomly ban me,  I got 0 strikes]"
"When I plug my phone to a charger the app stops working and behaves as if my internet is disconnected,and since like 2 months or so I have to enter the app and get out disconnect my internet connection and then enter so that it works otherwise nothing loads as if I have no internet connection, when scrolling through quotes If I scroll down I can see like 10 quotes but to load new ones I have to scroll up instead of scrolling down which is inconvenient and annoying,some replies to me won't load","[ I plug my phone to a charger, The app stops working, It behaves as if my internet is disconnected, nothing loads, I have to enter the app and get out, I Disconnect my internet connection and enter again][ I scroll down, I can see like 10 quotes, I have to scroll up instead of scrolling down to load new quotes][It wouldn't load replies to me sometimes]"
"Firstly, I hate the name change, the user interface of this application is complicated, and the content in the app's homepage became so absurd even when I wasn't interested or saw it before.",[I hate the name change][It's UI is complicated]
This app used to be good and consistent but now it just doesn't load anything on the app anymore every like couple hours it just doesn't work it's horrible and this started happening when they rebranded,"[ they rebranded, after that it just doesn't load anything on the app anymore]"
"Everything was okay, but then the app suddenly showed a blank screen saying ""cannot recieve posts at this time."" i tried leaving and coming back the next morning, uninstalling and re-installing, but it was still wasn't working after all that.","[The app suddenly showed a blank screen saying ""cannot receive posts at this time"",I tried leaving and coming back the next morning,I tried uninstalling and reinstalling,It still wasn't working]"
"I dont know what happened with this amazing app.when ever I open it ,it slows down so bad even dont reload.there is no issue in internet as I am using super fast speed.Do notice of this problem as soon as possible.","[I am using super fast speed internet, I open it, It slows down so bad, It doesn't reload]"
"App constantly crashes when i try to open it, and would glitch out when sending a specific image but would not happen with a different image","[ I try to open it, It crashes][I try to send a specific image,It glitches out, I try other image, It works]"
"X isn't responding always after every few sec, also when I rotate video in horizontal (full screen) and when I go back it's goes to first video it should continue from where I was.","[I rotate a video in horizontal (full screen), I go back to normal, it goes to the first video instead of continuing from where I was]"
The app keeps on loadin you may think its data options but no.You cant see the pictures in a video before you click on it when you click on the video doesn't matter the network you are using it takes a very long time to load what's the problem,"[I click on the video, It takes a very long time to load]"
"Signs me out everytime and trying to log in through the app or the Internet is the most annoyingly and impossible thing to do, how is an app that's been around for years struggle with basic signing in.","[I log in, It signs me out every time]"
"Still seeing nude images even with sensitive content disabled, this is highly disturbing and needs serious attention it's the main reason I haven't committed to this app, until you fix this it's not any better than wokebook.","[I disabled sensitive content, it still shows me nude images]"
Not working at all...stuck at one point and continues loading when refreshed...even i can't login to my pubg account😞...its up to date but still not working even doesn't use data...please repair it...i want to login to my pubg account,"[It's stuck at one point, I refresh it, it continues loading, I can't log into PUBG account]"
The bird was a good icon Is a loner bird that try to reach people and X X reminds be is an 18+ site for minors Because no id checks done on site at all Number - anyone can get a new one Email - what we call email that never used an temp or a email we dropped off using I hope is become a social media again and not I'm a X site X = stands up as 18+ because when a site kisses you right never,[It's icon 'X' reminds me an 18+ site][It doesn't check ID]
You can't even log in anymore so don't even try some reason when I try to log in it keeps giving me the same error over and over saying something is wrong please try again later I tried resetting my password it doesn't let me it keeps saying that error has occurred Twitter has gone so downhill since the new owner got a hold of it I don't think he knows what he's doing so since I can't log into my accounts no more there's no point in trying to use the app or the website both don't work...,"[ I try to log in, it keeps giving me the same error over and over saying ""something is wrong, Please try again later"", I tried resetting my password, It doesn't let me, It keeps saying that ""an error has occurred""]"
There is something seriously wrong with this app I keep trying to post pictures but it doesn't post the pictures until I try many times and when the post is drafted it fails to post again,"[I keep trying to post pictures, It doesn't post the pictures, I try many times, then it posts it][it fails to post something which was drafted]"
"I am from Pakistan and in here I don't know why it is not running.it doesn't matter how fast the internet connection is,the app not laods up and always says try again after some time.","[It is not running,the app does not laod up, it always says try again after some time.]"
"Since I paid for Premium and yet STILL no Blue Check mark, tried looking where to find it and it's been over a WEEK, so I'm gonna cancel the subscription unless I can told when/how in the next 48hrs!","[I paid for Premium, I didn't get Blue Check mark, I tried looking where to find it, I didn't find it]"
"Pathetic, it's not refreshing, and when reinstalled it now it keeps loading on the login page with no progress.","[It's not refreshing,I reinstalled, it keeps loading on the login page with no progress]"
"Worst app on the internet right now, it keeps shutting down as soon as you try to type a message, I mentioned this 2 weeks ago, hasn't been been fixed since and it's happening in other countries too, idk what's so difficult about making a social media app work normally, all of the others work perfectly fine","[I try to type a message, it keeps shutting down]"
This app used to work perfectly I never used see any problems but I uninstalled it for about a week or two then reinstalled it but I have only used it once the other times the app kept crashing so decided to check if there was any update available that could fix this problem so I am updating right now so I expecting it to work now,"[The app worked perfectly, I uninstalled it for about a week or two, reinstalled it, I have only used it once, then the app kept crashing, I decided to check if there was any update available,I am updating right now]"
My X is showing that posts cannot be reviewed after that it leads me to a blank page where it's not showing anything and this is so frustrating,"[It is showing that posts cannot be reviewed, It leads me to a blank page]"
"Lately the app has been loading slowly, I get notifications from a creators tweet and when I click on it, it loads so long and I keep thinking it's my phone but I've read others recent feedback and glad to know I'm not the only one","[I get notifications from a creator's tweet,When I click on it, it loads so long]"
I reinstalled the app after a factory reset but i can't pass the login process now I'm using X in chrome cause i can't login again with the app it keeps go back to login page and send me a notification on my account with a successful login?!!,"[I reinstalled the app after a factory reset, I can't login again with the app,It keeps going back to the login page,It sends me a notification on my account with a successful login, I'm using X in Chrome now]"
It updates then it seems for a couple weeks I have issues with video playback or doesn't want to load and its still an ongoing issue 🤷🏾‍♀️😑😒🤦🏾‍♀️,"[It updates, I am facing issues with video playback , it doesn't want to load]"
"Ever since elon musk has taken over, the app has run so much slower, under almost every tweet, the replies are inundated with sex bots, spam and adverts, i have seen more hatespeech and posts containing graphic violence since musks take over as well, i know that when properties change hands there are sometimes growing pains and strange changes that end up being fit the best, however the app is just continuing to decrease in quality musk has created an environment where negativity and hate thrive","[Elon Musk has taken over, the app has run so much slower] [Under almost every tweet the replies are inundated with sex bots, spam, and adverts, I have seen more hate speech and posts containing graphic violence,  the app is just continuing to decrease in quality]"
"How many time do I have to dislike an ad before you can change the type ads you advertise on my profile, Because from what it looks like have I have ""I don't like this ad"" more than 10 times now but you still advertise that same thing.","[I have clicked ""I don't like this ad"" more than 10 times now, It still advertise the same thing]"
"Y'all butchered my boy, it worked so well before but now it runs super slower, takes ages to load a video and can't even search for other X accounts, can't even see some tweets that I opened the app to see, please fix it.","[It worked so well before,Now It takes ages to load a video, I can't even search for other X accounts, I can't even see some tweets that I opened the app to see]"
"there is a bug where I complete the capcha after I changed my display name, it keeps directly to the capcha again, is this app just wanted to force me to not use the app again?","[I changed my display name, I complete the CAPTCHA , It keeps directing me to the CAPTCHA again]"
"90% of the time, if I see something that interests me and start to read it, that's when the feed will choose to refresh and I lose whatever I was looking at.","[I see something that interests me and start to read it, That's when it will choose to refresh, I can't find that post again now]"
